Time,Date,Day.of.the.week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic.Situation,Temperature,Visibility.in.metres,TimeGroup,DayGroup
11:00:00 am,17,Tuesday,41,5,4,24,74,normal,29.4,8807.31,Morning,Weekday
11:15:00 am,17,Tuesday,32,5,15,26,78,normal,30.4,7988.84,Morning,Weekday
11:30:00 am,17,Tuesday,65,7,7,22,101,normal,30.8,8829.19,Morning,Weekday
11:45:00 am,17,Tuesday,22,6,3,25,56,normal,29.3,8305.1,Morning,Weekday
12:00:00 pm,17,Tuesday,54,7,4,28,93,normal,30.3,8595.54,Morning,Weekday
12:15:00 pm,17,Tuesday,38,5,8,28,79,normal,28.6,7039.93,Afternoon,Weekday
12:30:00 pm,17,Tuesday,59,7,15,23,104,normal,29.1,7807.37,Afternoon,Weekday
12:45:00 pm,17,Tuesday,34,8,10,23,75,normal,31,8879.56,Afternoon,Weekday
1:00:00 pm,17,Tuesday,28,6,3,27,64,normal,30.9,7470.59,Afternoon,Weekday
1:15:00 pm,17,Tuesday,7,16,11,14,48,normal,30.3,8404.66,Afternoon,Weekday
1:30:00 pm,17,Tuesday,8,12,22,8,50,normal,28.5,7004.29,Afternoon,Weekday
1:45:00 pm,17,Tuesday,42,25,38,18,123,high,29.1,8212.35,Afternoon,Weekday
2:00:00 pm,17,Tuesday,82,13,28,5,128,high,28.9,8950.26,Afternoon,Weekday
2:15:00 pm,17,Tuesday,14,24,26,9,73,normal,27.9,8804.38,Afternoon,Weekday
2:30:00 pm,17,Tuesday,39,25,33,9,106,normal,27,7133.69,Afternoon,Weekday
2:45:00 pm,17,Tuesday,47,14,29,6,96,normal,28.3,8845.97,Afternoon,Weekday
3:00:00 pm,17,Tuesday,120,20,21,18,179,heavy,27.4,8786.28,Afternoon,Weekday
3:15:00 pm,17,Tuesday,114,11,39,10,174,heavy,25.7,5724.5,Afternoon,Weekday
3:30:00 pm,17,Tuesday,99,24,30,10,163,high,25.6,6700.31,Afternoon,Weekday
3:45:00 pm,17,Tuesday,78,18,30,8,134,high,27.1,8848.78,Afternoon,Weekday
4:00:00 pm,17,Tuesday,144,40,29,10,223,normal,25.4,6736.12,Afternoon,Weekday
4:15:00 pm,17,Tuesday,107,28,38,9,182,heavy,23.8,5136.62,Afternoon,Weekday
4:30:00 pm,17,Tuesday,123,28,24,10,185,heavy,23.2,5365.42,Afternoon,Weekday
4:45:00 pm,17,Tuesday,126,15,28,6,175,heavy,24.6,6602.06,Afternoon,Weekday
5:00:00 pm,17,Tuesday,147,28,23,5,203,heavy,22,6425.97,Afternoon,Weekday
5:15:00 pm,17,Tuesday,100,21,33,7,161,high,22.3,6278.02,Evening,Weekday
5:30:00 pm,17,Tuesday,113,12,22,6,153,normal,22.9,6626.81,Evening,Weekday
5:45:00 pm,17,Tuesday,130,34,30,6,200,heavy,22.4,5903.54,Evening,Weekday
6:00:00 pm,17,Tuesday,118,40,29,10,197,heavy,21.8,5358.15,Evening,Weekday
6:15:00 pm,17,Tuesday,113,38,44,9,204,heavy,19.7,3702.72,Evening,Weekday
6:30:00 pm,17,Tuesday,117,29,29,9,184,heavy,20.8,4612.69,Evening,Weekday
6:45:00 pm,17,Tuesday,106,12,20,32,170,heavy,20.7,4146.99,Evening,Weekday
7:00:00 pm,17,Tuesday,96,11,15,14,136,normal,18.3,3037.78,Evening,Weekday
7:15:00 pm,17,Tuesday,58,11,14,24,107,normal,19.4,4001.3,Evening,Weekday
7:30:00 pm,17,Tuesday,76,22,10,9,117,normal,18,4737.71,Evening,Weekday
7:45:00 pm,17,Tuesday,66,6,12,33,117,high,17.2,3991.8,Evening,Weekday
8:00:00 pm,17,Tuesday,61,23,13,18,115,normal,16.3,4331.79,Evening,Weekday
8:15:00 pm,17,Tuesday,93,6,15,17,131,normal,17,3810.3,Evening,Weekday
8:30:00 pm,17,Tuesday,51,11,16,26,104,normal,14.7,2398.95,Evening,Weekday
8:45:00 pm,17,Tuesday,86,6,12,9,113,normal,16,3104.08,Evening,Weekday
9:00:00 pm,17,Tuesday,77,15,12,29,133,high,14.9,2163.61,Evening,Weekday
9:15:00 pm,17,Tuesday,84,15,16,8,123,normal,15.3,2348.04,Night,Weekday
9:30:00 pm,17,Tuesday,103,12,15,10,140,normal,12.4,3243.25,Night,Weekday
9:45:00 pm,17,Tuesday,60,9,11,27,107,normal,13.4,2435.17,Night,Weekday
10:00:00 pm,17,Tuesday,14,1,1,22,38,normal,12.6,3866.54,Night,Weekday
10:15:00 pm,17,Tuesday,14,2,0,35,51,normal,12,2048.4,Night,Weekday
10:30:00 pm,17,Tuesday,13,1,1,31,46,normal,13.4,2433.41,Night,Weekday
10:45:00 pm,17,Tuesday,19,0,1,22,42,normal,12,2545.74,Night,Weekday
11:00:00 pm,17,Tuesday,13,4,0,28,45,normal,13.7,2479.39,Night,Weekday
11:15:00 pm,17,Tuesday,13,1,0,26,40,normal,11.5,3464.16,Night,Weekday
11:30:00 pm,17,Tuesday,12,0,1,34,47,normal,12.3,2069.98,Night,Weekday
11:45:00 pm,17,Tuesday,20,1,1,38,60,normal,13.3,3297.58,Night,Weekday
12:00:00 am,18,Wednesday,12,3,0,38,53,normal,10.7,3440.11,Night,Weekday
12:15:00 am,18,Wednesday,12,1,0,40,53,normal,11.8,2764.59,Night,Weekday
12:30:00 am,18,Wednesday,20,5,0,10,35,low,12,2067.63,Night,Weekday
12:45:00 am,18,Wednesday,12,4,1,27,44,normal,10.8,2807.5,Night,Weekday
1:00:00 am,18,Wednesday,15,5,0,21,41,normal,13.3,2179.87,Night,Weekday
1:15:00 am,18,Wednesday,19,2,0,30,51,normal,12.9,3809.01,Night,Weekday
1:30:00 am,18,Wednesday,11,0,1,40,52,normal,12.1,2251.67,Night,Weekday
1:45:00 am,18,Wednesday,15,3,0,35,53,normal,13.2,2349.31,Night,Weekday
2:00:00 am,18,Wednesday,15,0,1,37,53,normal,12.3,2654.97,Night,Weekday
2:15:00 am,18,Wednesday,16,2,0,37,55,normal,13.6,3682.54,Night,Weekday
2:30:00 am,18,Wednesday,10,0,1,24,35,normal,14.3,2993.06,Night,Weekday
2:45:00 am,18,Wednesday,12,0,1,31,44,normal,14.7,3024.22,Night,Weekday
3:00:00 am,18,Wednesday,15,1,1,36,53,normal,15.3,3459.95,Night,Weekday
3:15:00 am,18,Wednesday,14,5,0,17,36,normal,14.2,3544.79,Night,Weekday
3:30:00 am,18,Wednesday,17,3,1,38,59,normal,15.7,3667.18,Night,Weekday
3:45:00 am,18,Wednesday,19,0,0,18,37,normal,17,4337,Night,Weekday
4:00:00 am,18,Wednesday,18,5,1,30,54,normal,16.8,3706.91,Night,Weekday
4:15:00 am,18,Wednesday,119,12,6,4,141,normal,16.8,3042.1,Night,Weekday
4:30:00 am,18,Wednesday,74,28,1,13,116,normal,16.7,4904.84,Night,Weekday
4:45:00 am,18,Wednesday,101,26,10,0,137,normal,18.2,3661.53,Night,Weekday
5:00:00 am,18,Wednesday,99,4,7,19,129,normal,18.6,4174.8,Morning,Weekday
5:15:00 am,18,Wednesday,99,18,7,5,129,normal,18,3175.57,Morning,Weekday
5:30:00 am,18,Wednesday,102,24,2,8,136,normal,20.1,4367.76,Morning,Weekday
5:45:00 am,18,Wednesday,50,4,6,13,73,normal,19.1,4198.11,Morning,Weekday
6:00:00 am,18,Wednesday,128,11,46,4,189,heavy,20.1,3145.94,Morning,Weekday
6:15:00 am,18,Wednesday,129,39,43,0,211,heavy,21.8,5695.72,Morning,Weekday
6:30:00 am,18,Wednesday,129,27,38,0,194,heavy,22.6,5454.49,Morning,Weekday
6:45:00 am,18,Wednesday,113,24,22,2,161,normal,23.2,6905.42,Morning,Weekday
7:00:00 am,18,Wednesday,141,15,21,5,182,heavy,23.6,5608.65,Morning,Weekday
7:15:00 am,18,Wednesday,120,22,29,1,172,heavy,24.7,6741.39,Morning,Weekday
7:30:00 am,18,Wednesday,141,24,47,4,216,heavy,25.4,6165.02,Morning,Weekday
7:45:00 am,18,Wednesday,149,24,33,1,207,heavy,25.8,5440.47,Morning,Weekday
8:00:00 am,18,Wednesday,140,40,36,1,217,heavy,24.3,5655.85,Morning,Weekday
8:15:00 am,18,Wednesday,140,20,36,0,196,heavy,25.9,5079.51,Morning,Weekday
8:30:00 am,18,Wednesday,107,13,31,4,155,high,26.7,8932.81,Morning,Weekday
8:45:00 am,18,Wednesday,141,15,32,4,192,heavy,27.3,7360.18,Morning,Weekday
9:00:00 am,18,Wednesday,120,27,38,4,189,heavy,25.9,5755.23,Morning,Weekday
9:15:00 am,18,Wednesday,70,14,21,5,110,normal,26.9,7017.13,Morning,Weekday
9:30:00 am,18,Wednesday,55,24,16,21,116,high,27.8,8258.61,Morning,Weekday
9:45:00 am,18,Wednesday,52,18,22,16,108,normal,29.6,7828.87,Morning,Weekday
10:00:00 am,18,Wednesday,65,4,19,21,109,normal,28.6,8851.25,Morning,Weekday
10:15:00 am,18,Wednesday,54,10,30,28,122,high,29.4,8123.9,Morning,Weekday
10:30:00 am,18,Wednesday,37,3,32,18,90,normal,29.2,7071.37,Morning,Weekday
10:45:00 am,18,Wednesday,23,3,37,18,81,normal,30,8779.07,Morning,Weekday
11:00:00 am,18,Wednesday,43,7,7,29,86,normal,30.7,7252.58,Morning,Weekday
11:15:00 am,18,Wednesday,22,6,13,24,65,normal,28.7,7135.51,Morning,Weekday
11:30:00 am,18,Wednesday,21,10,6,30,67,normal,29.3,8128.66,Morning,Weekday
11:45:00 am,18,Wednesday,48,8,11,22,89,normal,30.8,7596.45,Morning,Weekday
12:00:00 pm,18,Wednesday,35,5,12,20,72,normal,31.1,7839.72,Morning,Weekday
12:15:00 pm,18,Wednesday,69,5,13,22,109,normal,29.4,8856.06,Afternoon,Weekday
12:30:00 pm,18,Wednesday,22,9,10,21,62,normal,30.9,7924.56,Afternoon,Weekday
12:45:00 pm,18,Wednesday,46,5,9,23,83,normal,29,8577.21,Afternoon,Weekday
1:00:00 pm,18,Wednesday,49,5,11,21,86,normal,30.4,7777.4,Afternoon,Weekday
1:15:00 pm,18,Wednesday,29,18,29,20,96,normal,28.9,7420.28,Afternoon,Weekday
1:30:00 pm,18,Wednesday,96,23,31,14,164,high,29.8,7798.56,Afternoon,Weekday
1:45:00 pm,18,Wednesday,100,27,23,16,166,normal,29.5,7134.96,Afternoon,Weekday
2:00:00 pm,18,Wednesday,96,22,36,5,159,high,30.2,7125.38,Afternoon,Weekday
2:15:00 pm,18,Wednesday,27,26,25,15,93,normal,29.6,7128.65,Afternoon,Weekday
2:30:00 pm,18,Wednesday,114,21,32,5,172,heavy,27.1,7417.67,Afternoon,Weekday
2:45:00 pm,18,Wednesday,74,27,34,10,145,high,26.5,8099.45,Afternoon,Weekday
3:00:00 pm,18,Wednesday,14,16,9,14,53,normal,28.4,7535.01,Afternoon,Weekday
3:15:00 pm,18,Wednesday,84,30,26,10,150,high,26.3,7792.43,Afternoon,Weekday
3:30:00 pm,18,Wednesday,96,19,14,18,147,normal,25.5,6469.87,Afternoon,Weekday
3:45:00 pm,18,Wednesday,40,15,28,5,88,normal,24.9,6390.67,Afternoon,Weekday
4:00:00 pm,18,Wednesday,110,15,46,5,176,heavy,24.8,5775.14,Afternoon,Weekday
4:15:00 pm,18,Wednesday,138,39,31,7,215,heavy,25.1,6350.36,Afternoon,Weekday
4:30:00 pm,18,Wednesday,118,32,32,10,192,heavy,24.7,6156.92,Afternoon,Weekday
4:45:00 pm,18,Wednesday,142,34,38,9,223,normal,25,5590.81,Afternoon,Weekday
5:00:00 pm,18,Wednesday,113,13,36,5,167,normal,24.4,5762.59,Afternoon,Weekday
5:15:00 pm,18,Wednesday,104,29,32,7,172,heavy,22.9,5553.5,Evening,Weekday
5:30:00 pm,18,Wednesday,134,39,21,9,203,heavy,23.6,6065.56,Evening,Weekday
5:45:00 pm,18,Wednesday,107,15,48,5,175,heavy,22,6808.8,Evening,Weekday
6:00:00 pm,18,Wednesday,139,25,43,7,214,heavy,21.5,6895.99,Evening,Weekday
6:15:00 pm,18,Wednesday,128,20,20,6,174,heavy,20,4807.85,Evening,Weekday
6:30:00 pm,18,Wednesday,101,13,47,10,171,heavy,20.7,3926.24,Evening,Weekday
6:45:00 pm,18,Wednesday,105,17,13,23,158,high,20.7,4888.15,Evening,Weekday
7:00:00 pm,18,Wednesday,103,14,13,9,139,normal,18.3,3293.83,Evening,Weekday
7:15:00 pm,18,Wednesday,51,23,15,13,102,normal,18.1,4430.16,Evening,Weekday
7:30:00 pm,18,Wednesday,84,10,16,20,130,normal,18.3,4859.17,Evening,Weekday
7:45:00 pm,18,Wednesday,97,25,19,24,165,high,18.4,3281.86,Evening,Weekday
8:00:00 pm,18,Wednesday,98,8,10,19,135,normal,16.9,4363.01,Evening,Weekday
8:15:00 pm,18,Wednesday,94,13,19,25,151,high,14.9,3123.11,Evening,Weekday
8:30:00 pm,18,Wednesday,105,25,11,35,176,heavy,16.3,4677.5,Evening,Weekday
8:45:00 pm,18,Wednesday,74,9,13,6,102,low,14.7,2022.82,Evening,Weekday
9:00:00 pm,18,Wednesday,57,18,13,28,116,high,14.1,2824.49,Evening,Weekday
9:15:00 pm,18,Wednesday,57,14,11,33,115,high,15.7,3776.31,Night,Weekday
9:30:00 pm,18,Wednesday,84,23,19,15,141,normal,12.9,3891.89,Night,Weekday
9:45:00 pm,18,Wednesday,105,14,16,33,168,heavy,14.6,3074.86,Night,Weekday
10:00:00 pm,18,Wednesday,10,4,1,38,53,normal,12.8,3209.04,Night,Weekday
10:15:00 pm,18,Wednesday,15,1,1,29,46,normal,13.8,3362,Night,Weekday
10:30:00 pm,18,Wednesday,14,1,1,25,41,normal,12,2670.35,Night,Weekday
10:45:00 pm,18,Wednesday,20,2,0,37,59,normal,12.9,2344.15,Night,Weekday
11:00:00 pm,18,Wednesday,20,1,0,27,48,normal,13.2,3331.89,Night,Weekday
11:15:00 pm,18,Wednesday,13,1,1,18,33,normal,12.4,2103.26,Night,Weekday
11:30:00 pm,18,Wednesday,19,0,0,35,54,normal,13.3,3785.92,Night,Weekday
11:45:00 pm,18,Wednesday,14,1,1,27,43,normal,12,3377.9,Night,Weekday
12:00:00 am,19,Thursday,13,5,0,12,30,low,11.5,2313.16,Night,Weekday
12:15:00 am,19,Thursday,18,5,0,12,35,low,11.9,3004.94,Night,Weekday
12:30:00 am,19,Thursday,10,3,1,32,46,normal,10.9,2085.79,Night,Weekday
12:45:00 am,19,Thursday,14,2,0,15,31,normal,13.6,2496.37,Night,Weekday
1:00:00 am,19,Thursday,16,3,0,15,34,normal,12,2214.58,Night,Weekday
1:15:00 am,19,Thursday,14,2,0,25,41,normal,12.1,2739.35,Night,Weekday
1:30:00 am,19,Thursday,17,5,0,18,40,normal,12.3,3203.82,Night,Weekday
1:45:00 am,19,Thursday,13,1,0,28,42,normal,11.9,3923.37,Night,Weekday
2:00:00 am,19,Thursday,19,0,1,20,40,normal,14.5,2543.78,Night,Weekday
2:15:00 am,19,Thursday,15,4,0,40,59,normal,14.3,3633.39,Night,Weekday
2:30:00 am,19,Thursday,14,3,1,26,44,normal,14.2,2683.74,Night,Weekday
2:45:00 am,19,Thursday,15,4,0,14,33,normal,15.2,3316.35,Night,Weekday
3:00:00 am,19,Thursday,12,3,1,13,29,normal,14.7,3085.74,Night,Weekday
3:15:00 am,19,Thursday,12,4,0,31,47,normal,14.1,3530.85,Night,Weekday
3:30:00 am,19,Thursday,17,4,1,20,42,normal,14.3,2353.12,Night,Weekday
3:45:00 am,19,Thursday,12,0,1,13,26,normal,15,3135.07,Night,Weekday
4:00:00 am,19,Thursday,18,2,0,16,36,normal,15.7,2949.9,Night,Weekday
4:15:00 am,19,Thursday,115,16,10,13,154,normal,16.9,3388.73,Night,Weekday
4:30:00 am,19,Thursday,117,5,10,15,147,normal,16.9,3255.73,Night,Weekday
4:45:00 am,19,Thursday,92,26,8,7,133,normal,19.6,3467.11,Night,Weekday
5:00:00 am,19,Thursday,88,3,6,4,101,low,18.5,3624.81,Morning,Weekday
5:15:00 am,19,Thursday,109,11,4,3,127,normal,19.8,4301.61,Morning,Weekday
5:30:00 am,19,Thursday,81,4,0,20,105,normal,19.6,4132.82,Morning,Weekday
5:45:00 am,19,Thursday,118,2,5,19,144,normal,21,6154.68,Morning,Weekday
6:00:00 am,19,Thursday,107,26,31,2,166,high,22.4,6415.78,Morning,Weekday
6:15:00 am,19,Thursday,103,11,35,5,154,high,22.4,6387.38,Morning,Weekday
6:30:00 am,19,Thursday,145,13,33,3,194,heavy,20.9,4576.89,Morning,Weekday
6:45:00 am,19,Thursday,143,22,37,4,206,heavy,22.5,5271.02,Morning,Weekday
7:00:00 am,19,Thursday,113,38,50,3,204,heavy,24.5,5050.04,Morning,Weekday
7:15:00 am,19,Thursday,149,10,47,3,209,heavy,23,5357.49,Morning,Weekday
7:30:00 am,19,Thursday,132,33,35,2,202,heavy,24.7,6837.36,Morning,Weekday
7:45:00 am,19,Thursday,119,40,41,2,202,heavy,24.8,6867.82,Morning,Weekday
8:00:00 am,19,Thursday,133,31,27,2,193,heavy,24.6,5254.67,Morning,Weekday
8:15:00 am,19,Thursday,140,20,44,4,208,heavy,25.6,5682.24,Morning,Weekday
8:30:00 am,19,Thursday,140,34,31,1,206,heavy,27.6,7999.86,Morning,Weekday
8:45:00 am,19,Thursday,128,37,50,2,217,heavy,27.4,8377.14,Morning,Weekday
9:00:00 am,19,Thursday,132,11,24,3,170,heavy,27,8703.52,Morning,Weekday
9:15:00 am,19,Thursday,23,8,40,27,98,normal,26.6,8633.01,Morning,Weekday
9:30:00 am,19,Thursday,75,2,18,29,124,high,28.5,8111.64,Morning,Weekday
9:45:00 am,19,Thursday,99,14,33,14,160,high,28.1,7294.22,Morning,Weekday
10:00:00 am,19,Thursday,10,1,13,7,31,low,29.7,7354.09,Morning,Weekday
10:15:00 am,19,Thursday,74,21,29,26,150,high,30.4,7127.31,Morning,Weekday
10:30:00 am,19,Thursday,29,15,25,5,74,normal,27.9,8296.23,Morning,Weekday
10:45:00 am,19,Thursday,50,17,38,24,129,high,29,7302.56,Morning,Weekday
11:00:00 am,19,Thursday,64,9,14,20,107,normal,30.2,7192.35,Morning,Weekday
11:15:00 am,19,Thursday,49,5,10,21,85,normal,30.8,7640.69,Morning,Weekday
11:30:00 am,19,Thursday,39,7,10,30,86,normal,29.2,7009.27,Morning,Weekday
11:45:00 am,19,Thursday,68,5,5,24,102,normal,31,8040.59,Morning,Weekday
12:00:00 pm,19,Thursday,67,7,8,22,104,normal,30.9,7631.29,Morning,Weekday
12:15:00 pm,19,Thursday,47,8,3,25,83,normal,31.4,7989.74,Afternoon,Weekday
12:30:00 pm,19,Thursday,66,9,7,24,106,normal,31,7104.33,Afternoon,Weekday
12:45:00 pm,19,Thursday,46,8,3,22,79,normal,30.6,7310.03,Afternoon,Weekday
1:00:00 pm,19,Thursday,54,6,12,21,93,normal,29.3,8494.07,Afternoon,Weekday
1:15:00 pm,19,Thursday,18,16,32,18,84,normal,28,7149.05,Afternoon,Weekday
1:30:00 pm,19,Thursday,24,20,7,9,60,low,30,8900.23,Afternoon,Weekday
1:45:00 pm,19,Thursday,113,17,16,20,166,normal,28.6,7868.68,Afternoon,Weekday
2:00:00 pm,19,Thursday,52,13,15,10,90,low,28.5,7043.09,Afternoon,Weekday
2:15:00 pm,19,Thursday,58,26,25,18,127,normal,29.2,8382.37,Afternoon,Weekday
2:30:00 pm,19,Thursday,44,19,22,6,91,normal,28.6,8021.58,Afternoon,Weekday
2:45:00 pm,19,Thursday,8,26,34,9,77,normal,27,7708.09,Afternoon,Weekday
3:00:00 pm,19,Thursday,31,10,27,8,76,normal,28.2,7445.35,Afternoon,Weekday
3:15:00 pm,19,Thursday,115,24,16,5,160,normal,28.3,8648.36,Afternoon,Weekday
3:30:00 pm,19,Thursday,56,29,16,16,117,normal,26.1,8916.38,Afternoon,Weekday
3:45:00 pm,19,Thursday,7,12,33,12,64,normal,26.7,8315.8,Afternoon,Weekday
4:00:00 pm,19,Thursday,133,10,46,10,199,heavy,27,7835.78,Afternoon,Weekday
4:15:00 pm,19,Thursday,104,31,37,6,178,heavy,24.1,5524.68,Afternoon,Weekday
4:30:00 pm,19,Thursday,100,38,36,9,183,heavy,23.1,6545.74,Afternoon,Weekday
4:45:00 pm,19,Thursday,127,25,37,5,194,heavy,24.1,6581.5,Afternoon,Weekday
5:00:00 pm,19,Thursday,118,32,48,6,204,heavy,24.8,6369.25,Afternoon,Weekday
5:15:00 pm,19,Thursday,147,19,31,8,205,heavy,23.4,5414.15,Evening,Weekday
5:30:00 pm,19,Thursday,123,36,34,5,198,heavy,23.1,5151.47,Evening,Weekday
5:45:00 pm,19,Thursday,111,24,25,5,165,normal,20.4,3296.68,Evening,Weekday
6:00:00 pm,19,Thursday,121,16,42,8,187,heavy,20.9,4162.69,Evening,Weekday
6:15:00 pm,19,Thursday,119,38,47,7,211,heavy,19.3,3575.68,Evening,Weekday
6:30:00 pm,19,Thursday,132,30,41,6,209,heavy,19,4117.91,Evening,Weekday
6:45:00 pm,19,Thursday,52,6,12,18,88,normal,17.8,3567.88,Evening,Weekday
7:00:00 pm,19,Thursday,97,21,10,8,136,normal,19.4,4935.72,Evening,Weekday
7:15:00 pm,19,Thursday,50,16,20,31,117,high,16.6,4864.17,Evening,Weekday
7:30:00 pm,19,Thursday,94,25,19,8,146,normal,18.5,3928.88,Evening,Weekday
7:45:00 pm,19,Thursday,66,11,18,34,129,high,18.2,3390.53,Evening,Weekday
8:00:00 pm,19,Thursday,105,16,15,6,142,normal,17.2,4284.3,Evening,Weekday
8:15:00 pm,19,Thursday,56,23,10,18,107,normal,16.6,3082.06,Evening,Weekday
8:30:00 pm,19,Thursday,105,19,10,25,159,high,15.1,2347.26,Evening,Weekday
8:45:00 pm,19,Thursday,60,18,11,16,105,normal,14,3797.24,Evening,Weekday
9:00:00 pm,19,Thursday,88,10,14,11,123,normal,15,2228.6,Evening,Weekday
9:15:00 pm,19,Thursday,110,6,14,23,153,high,13.3,3445.53,Night,Weekday
9:30:00 pm,19,Thursday,78,20,11,35,144,high,14.9,2745.7,Night,Weekday
9:45:00 pm,19,Thursday,105,14,10,7,136,normal,14.5,2273.23,Night,Weekday
10:00:00 pm,19,Thursday,18,1,0,10,29,low,14.7,3634.57,Night,Weekday
10:15:00 pm,19,Thursday,18,1,0,27,46,normal,11.7,2538.34,Night,Weekday
10:30:00 pm,19,Thursday,12,4,1,18,35,normal,12.9,3573.26,Night,Weekday
10:45:00 pm,19,Thursday,15,4,1,32,52,normal,12.2,2614.91,Night,Weekday
11:00:00 pm,19,Thursday,13,4,0,32,49,normal,12.4,2853.82,Night,Weekday
11:15:00 pm,19,Thursday,14,4,0,15,33,normal,12.9,2662.1,Night,Weekday
11:30:00 pm,19,Thursday,15,4,0,17,36,normal,12.6,3891.96,Night,Weekday
11:45:00 pm,19,Thursday,14,0,1,21,36,normal,11.6,2052.61,Night,Weekday
12:00:00 am,20,Friday,17,5,0,37,59,normal,11.8,2886.07,Night,Weekday
12:15:00 am,20,Friday,14,4,1,12,31,low,11.5,2767.34,Night,Weekday
12:30:00 am,20,Friday,16,2,0,15,33,normal,10.8,2055.78,Night,Weekday
12:45:00 am,20,Friday,13,4,1,14,32,normal,12.8,3201.77,Night,Weekday
1:00:00 am,20,Friday,12,4,0,29,45,normal,11.2,2436.16,Night,Weekday
1:15:00 am,20,Friday,19,4,1,30,54,normal,13.3,3513.11,Night,Weekday
1:30:00 am,20,Friday,18,4,0,18,40,normal,13.2,2390.17,Night,Weekday
1:45:00 am,20,Friday,18,1,1,12,32,low,14.4,3379.24,Night,Weekday
2:00:00 am,20,Friday,20,4,1,21,46,normal,13.4,2328.35,Night,Weekday
2:15:00 am,20,Friday,10,2,1,20,33,normal,13.2,3367.57,Night,Weekday
2:30:00 am,20,Friday,18,5,1,23,47,normal,13.4,3468.07,Night,Weekday
2:45:00 am,20,Friday,16,5,1,30,52,normal,14.8,2867.97,Night,Weekday
3:00:00 am,20,Friday,12,3,0,40,55,normal,13.6,2324.06,Night,Weekday
3:15:00 am,20,Friday,12,2,0,40,54,normal,16.3,3806.09,Night,Weekday
3:30:00 am,20,Friday,16,0,1,37,54,normal,14.5,2478.88,Night,Weekday
3:45:00 am,20,Friday,15,4,1,16,36,normal,14.7,2421.61,Night,Weekday
4:00:00 am,20,Friday,13,0,0,38,51,normal,15.9,2089.77,Night,Weekday
4:15:00 am,20,Friday,61,5,3,14,83,normal,16.6,4456.95,Night,Weekday
4:30:00 am,20,Friday,27,15,6,10,58,low,17.8,3397.08,Night,Weekday
4:45:00 am,20,Friday,74,11,5,15,105,normal,19.1,3544.18,Night,Weekday
5:00:00 am,20,Friday,70,6,7,14,97,normal,19.9,3864.03,Morning,Weekday
5:15:00 am,20,Friday,33,6,0,11,50,low,18.2,3892.39,Morning,Weekday
5:30:00 am,20,Friday,29,12,1,13,55,normal,19.5,4991.9,Morning,Weekday
5:45:00 am,20,Friday,69,5,7,10,91,low,19.8,3363.76,Morning,Weekday
6:00:00 am,20,Friday,41,16,7,15,79,normal,21.6,5967.6,Morning,Weekday
6:15:00 am,20,Friday,35,11,5,11,62,low,22.2,6049.34,Morning,Weekday
6:30:00 am,20,Friday,25,9,6,14,54,normal,20.8,3206.31,Morning,Weekday
6:45:00 am,20,Friday,65,15,1,11,92,low,23.4,5487.29,Morning,Weekday
7:00:00 am,20,Friday,66,6,3,14,89,normal,22,5981.52,Morning,Weekday
7:15:00 am,20,Friday,27,6,5,15,53,normal,23.7,5950.41,Morning,Weekday
7:30:00 am,20,Friday,75,6,1,10,92,low,23.1,6029.01,Morning,Weekday
7:45:00 am,20,Friday,54,11,4,12,81,low,25.5,6022.34,Morning,Weekday
8:00:00 am,20,Friday,54,18,3,12,87,low,24.1,6407.41,Morning,Weekday
8:15:00 am,20,Friday,69,8,0,14,91,normal,25.7,6831.71,Morning,Weekday
8:30:00 am,20,Friday,52,19,6,10,87,low,26.1,8028.8,Morning,Weekday
8:45:00 am,20,Friday,66,8,0,12,86,low,26.2,8181.02,Morning,Weekday
9:00:00 am,20,Friday,54,11,0,13,78,normal,27.2,7500.08,Morning,Weekday
9:15:00 am,20,Friday,151,48,15,3,217,heavy,26.6,8616.64,Morning,Weekday
9:30:00 am,20,Friday,170,62,18,2,252,heavy,29.3,7375.78,Morning,Weekday
9:45:00 am,20,Friday,134,59,11,3,207,heavy,28.2,8995.84,Morning,Weekday
10:00:00 am,20,Friday,166,63,22,1,252,heavy,28.7,8171.09,Morning,Weekday
10:15:00 am,20,Friday,173,64,10,2,249,heavy,28.1,8419.63,Morning,Weekday
10:30:00 am,20,Friday,176,45,22,2,245,heavy,28.3,7824.32,Morning,Weekday
10:45:00 am,20,Friday,162,59,27,1,249,heavy,29.1,8523.33,Morning,Weekday
11:00:00 am,20,Friday,171,46,15,3,235,heavy,29.4,8587.53,Morning,Weekday
11:15:00 am,20,Friday,158,44,26,2,230,heavy,31.1,8680.2,Morning,Weekday
11:30:00 am,20,Friday,151,64,16,0,231,heavy,29.9,7783.77,Morning,Weekday
11:45:00 am,20,Friday,162,65,14,3,244,heavy,29.5,8797.79,Morning,Weekday
12:00:00 pm,20,Friday,179,44,23,1,247,heavy,29.8,7724.19,Morning,Weekday
12:15:00 pm,20,Friday,175,59,11,3,248,heavy,29.8,8041.83,Afternoon,Weekday
12:30:00 pm,20,Friday,173,63,13,2,251,heavy,30.5,8206.23,Afternoon,Weekday
12:45:00 pm,20,Friday,144,66,11,3,224,heavy,30,8101.13,Afternoon,Weekday
1:00:00 pm,20,Friday,132,68,22,4,226,heavy,30.7,8509.51,Afternoon,Weekday
